"ID","NeighborID","Counter","Ticks"
"17","31",15139,6048
"17","31",15140,6049
"17","31",15141,6049
"17","31",15142,6050
"17","31",15143,6050
"17","255",15144,6051
"17","255",15145,6051
"17","255",15146,6051
"17","255",15147,6052
"17","255",15148,6052
"17","255",15149,6053
"17","255",15150,6053
"17","4",15151,6053
"17","36",15152,6054
"17","36",15153,6054
"17","36",15154,6055
"17","36",15155,6055
"17","36",15156,6055
"17","23",15157,6056
"17","23",15158,6056
"17","25",15159,6057
"17","14",15160,6057
"17","14",15161,6057
"17","22",15162,6058
"17","29",15163,6058
"17","29",15164,6059
"17","29",15165,6059
"17","9",15166,6059
"17","9",15167,6060
"17","45",15168,6060
"17","26",15169,6061
"17","26",15170,6061
"17","26",15171,6061
"17","26",15172,6062
"17","26",15173,6062
"17","26",15174,6063
"17","26",15175,6063
"17","7",15176,6064
"17","7",15177,6064
"17","7",15178,6064
"17","7",15179,6065
"17","24",15180,6065
"17","24",15181,6066
"17","20",15182,6066
"17","255",15183,6066
"17","10",15184,6067
"17","31",15185,6067
"17","31",15186,6068
"17","31",15187,6068
"17","31",15188,6068
"17","31",15189,6069
